block,gp,district,res_10_gp_id
gangeshwari,magaraula,jyotibaphule nagar,29512
gangeshwari,malakpur,jyotibaphule nagar,29513
gangeshwari,maraura,jyotibaphule nagar,29514
gangeshwari,matipura,jyotibaphule nagar,29515
gangeshwari,muvarijpur,jyotibaphule nagar,29516
gangeshwari,naanai lisæda aitamali,jyotibaphule nagar,29517
gangeshwari,niryavali,jyotibaphule nagar,29518
gangeshwari,ogpura,jyotibaphule nagar,29519
gangeshwari,patei khadar,jyotibaphule nagar,29520
gangeshwari,pathara et0,jyotibaphule nagar,29521
gangeshwari,pathara mu0,jyotibaphule nagar,29522
gangeshwari,pauraara mu0,jyotibaphule nagar,29523
gangeshwari,pipaloti kalam mu0,jyotibaphule nagar,29524
gangeshwari,pipaloti khurd,jyotibaphule nagar,29525
gangeshwari,rahara,jyotibaphule nagar,29526
gangeshwari,raharai,jyotibaphule nagar,29527
gangeshwari,ruukhaalu,jyotibaphule nagar,29528
gangeshwari,santhalpur,jyotibaphule nagar,29529
gangeshwari,shahabajpur dhola,jyotibaphule nagar,29530
gangeshwari,shakarauli,jyotibaphule nagar,29531
gangeshwari,simthala,jyotibaphule nagar,29532
gangeshwari,sirsa gujars,jyotibaphule nagar,29533
gangeshwari,sitala sarai,jyotibaphule nagar,29534
gangeshwari,sutavali,jyotibaphule nagar,29535
gangeshwari,talavæda,jyotibaphule nagar,29536
gangeshwari,tarauli,jyotibaphule nagar,29537
gangeshwari,tigariyaa nadirshah,jyotibaphule nagar,29538
gangeshwari,vans kaa kala,jyotibaphule nagar,29539
gangeshwari,vans kaa khurd,jyotibaphule nagar,29540
gangeshwari,vizalpur,jyotibaphule nagar,29541
gangeshwari,vuravali,jyotibaphule nagar,29542
gangeshwari,ædhavarsi,jyotibaphule nagar,29543
hasanpur,agaraula kala,jyotibaphule nagar,29544
hasanpur,ahraula ahamed yaar khan,jyotibaphule nagar,29545
hasanpur,allipur khadar,jyotibaphule nagar,29546
hasanpur,baagædpur munjabta,jyotibaphule nagar,29547
hasanpur,baavankheædi,jyotibaphule nagar,29548
hasanpur,basedda khurd,jyotibaphule nagar,29549
hasanpur,begpur munda,jyotibaphule nagar,29550
hasanpur,bhadaura,jyotibaphule nagar,29551
hasanpur,bijanaura,jyotibaphule nagar,29552
hasanpur,bikheæda,jyotibaphule nagar,29553
hasanpur,brahmabad,jyotibaphule nagar,29554
hasanpur,chakori,jyotibaphule nagar,29555
hasanpur,chamarpatei,jyotibaphule nagar,29556
hasanpur,dagarauli,jyotibaphule nagar,29557
hasanpur,damagædi,jyotibaphule nagar,29558
hasanpur,dayavali khalsa,jyotibaphule nagar,29559
hasanpur,dehramilak,jyotibaphule nagar,29560
hasanpur,dhakka,jyotibaphule nagar,29561
hasanpur,dharont,jyotibaphule nagar,29562
hasanpur,dippur,jyotibaphule nagar,29563
hasanpur,faiyyajanagar,jyotibaphule nagar,29564
hasanpur,galsua,jyotibaphule nagar,29565
hasanpur,garbpur,jyotibaphule nagar,29566
hasanpur,habatpur banjaara,jyotibaphule nagar,29567
hasanpur,hariyana,jyotibaphule nagar,29568
hasanpur,ikunda,jyotibaphule nagar,29569
hasanpur,ishapur sharki,jyotibaphule nagar,29570
hasanpur,jhundi maafee,jyotibaphule nagar,29571
hasanpur,jihal,jyotibaphule nagar,29572
hasanpur,kaala kheæda,jyotibaphule nagar,29573
hasanpur,kanauta,jyotibaphule nagar,29574
hasanpur,karanpur maafee,jyotibaphule nagar,29575
hasanpur,khajuri,jyotibaphule nagar,29576
hasanpur,kharsauli,jyotibaphule nagar,29577
hasanpur,kuandali,jyotibaphule nagar,29578
hasanpur,kubi,jyotibaphule nagar,29579
hasanpur,luhaari bhud,jyotibaphule nagar,29580
hasanpur,luhaari khadar,jyotibaphule nagar,29581
hasanpur,machara bhagavanpur,jyotibaphule nagar,29582
hasanpur,machhrai,jyotibaphule nagar,29583
hasanpur,mangarauli,jyotibaphule nagar,29584
hasanpur,ousamaafee,jyotibaphule nagar,29585
hasanpur,pahaædpur vakkaal,jyotibaphule nagar,29586
hasanpur,pandkee,jyotibaphule nagar,29587
hasanpur,peethakheæda,jyotibaphule nagar,29588
hasanpur,phulpur bizalpur,jyotibaphule nagar,29589
hasanpur,pipli mekachand,jyotibaphule nagar,29590
hasanpur,piplidaau da,jyotibaphule nagar,29591
hasanpur,puthi,jyotibaphule nagar,29592
hasanpur,rajhaanha,jyotibaphule nagar,29593
hasanpur,rampur bhuæda,jyotibaphule nagar,29594
hasanpur,raz.æda,jyotibaphule nagar,29595
hasanpur,sabdalpur sharki,jyotibaphule nagar,29596
hasanpur,sakatpur- karanpur,jyotibaphule nagar,29597
hasanpur,satauæda etamali,jyotibaphule nagar,29598
hasanpur,saudangali,jyotibaphule nagar,29599
hasanpur,shahpur kalaan,jyotibaphule nagar,29600
hasanpur,shekhoopur jhakædi,jyotibaphule nagar,29601
hasanpur,shergædha,jyotibaphule nagar,29602
hasanpur,soharka,jyotibaphule nagar,29603
hasanpur,sonhat,jyotibaphule nagar,29604
hasanpur,sultanpur bhima,jyotibaphule nagar,29605
hasanpur,sutari,jyotibaphule nagar,29606
hasanpur,taharpur,jyotibaphule nagar,29607
hasanpur,taraara,jyotibaphule nagar,29608
hasanpur,tasia,jyotibaphule nagar,29609
hasanpur,tukalabad,jyotibaphule nagar,29610
joya,adalpur taj,jyotibaphule nagar,29611
joya,amheda,jyotibaphule nagar,29612
joya,amroha dehaat,jyotibaphule nagar,29613
joya,asagaripur,jyotibaphule nagar,29614
joya,ashrafpur fabganj,jyotibaphule nagar,29615
joya,atarasi kalaan,jyotibaphule nagar,29616
joya,aurangabad,jyotibaphule nagar,29617
joya,bagadpur immaa,jyotibaphule nagar,29618
joya,barkheda rajput,jyotibaphule nagar,29619
joya,bhavalpur maafee,jyotibaphule nagar,29620
joya,bhikanpur munda,jyotibaphule nagar,29621
joya,buchanpur,jyotibaphule nagar,29622
joya,calsa,jyotibaphule nagar,29623
joya,canpura,jyotibaphule nagar,29624
joya,chakpoyati,jyotibaphule nagar,29625
joya,chandnagar,jyotibaphule nagar,29626
joya,chotipura,jyotibaphule nagar,29627
joya,choudharpur,jyotibaphule nagar,29628
joya,daai deraa,jyotibaphule nagar,29629
joya,dariyapur,jyotibaphule nagar,29630
joya,dayodhi urf hadipur,jyotibaphule nagar,29631
joya,devipura ghanaangala,jyotibaphule nagar,29632
joya,dhakiya chaman,jyotibaphule nagar,29633
joya,dhanora urf muradanagar,jyotibaphule nagar,29634
joya,dhanori ahir,jyotibaphule nagar,29635
joya,didoli,jyotibaphule nagar,29636
joya,dippur,jyotibaphule nagar,29637
joya,durgupur,jyotibaphule nagar,29638
joya,fatehpur abbu,jyotibaphule nagar,29639
joya,fatehpur junuvi,jyotibaphule nagar,29640
joya,foudapur,jyotibaphule nagar,29641
joya,gaffarpur,jyotibaphule nagar,29642
joya,gajraula prabhuvan,jyotibaphule nagar,29643
joya,gangadaspur,jyotibaphule nagar,29644
joya,guldia,jyotibaphule nagar,29645
joya,habatpur,jyotibaphule nagar,29646
joya,hakampur,jyotibaphule nagar,29647
joya,hariyana,jyotibaphule nagar,29648
joya,hasanpur kala,jyotibaphule nagar,29649
joya,hatwwa,jyotibaphule nagar,29650
joya,husonpur m0 maanakajuædi,jyotibaphule nagar,29651
joya,ikuda,jyotibaphule nagar,29652
joya,i|t kaa radhaa,jyotibaphule nagar,29653
joya,jagga nangla,jyotibaphule nagar,29654
joya,jagua khurd,jyotibaphule nagar,29655
joya,jalalpur dhana,jyotibaphule nagar,29656
joya,jalalpur umr,jyotibaphule nagar,29657
joya,jivai,jyotibaphule nagar,29658
joya,kaaji sarai urf kankarsarai,jyotibaphule nagar,29659
joya,kaala kheda,jyotibaphule nagar,29660
joya,kakaraali,jyotibaphule nagar,29661
joya,kalilet,jyotibaphule nagar,29662
joya,kamalpur jod,jyotibaphule nagar,29663
joya,kapaasi,jyotibaphule nagar,29664
joya,karaundi,jyotibaphule nagar,29665
joya,karhat urf ramhat,jyotibaphule nagar,29666
joya,kataai,jyotibaphule nagar,29667
joya,khaataa,jyotibaphule nagar,29668
joya,khuya maafee,jyotibaphule nagar,29669
joya,kovi,jyotibaphule nagar,29670
joya,lodhipur banjara,jyotibaphule nagar,29671
joya,maanak judi,jyotibaphule nagar,29672
joya,majhauli,jyotibaphule nagar,29673
joya,majhola khurd,jyotibaphule nagar,29674
joya,malikheda,jyotibaphule nagar,29675
joya,mangoopura,jyotibaphule nagar,29676
joya,masudpur nawad,jyotibaphule nagar,29677
joya,mauhammadpur,jyotibaphule nagar,29678
joya,mauædhee jet,jyotibaphule nagar,29679
joya,mira sarai,jyotibaphule nagar,29680
joya,mithnpur,jyotibaphule nagar,29681
joya,mubarakapur nuri,jyotibaphule nagar,29682
joya,munda immaa,jyotibaphule nagar,29683
joya,naarangpur,jyotibaphule nagar,29684
joya,nanheda rajput,jyotibaphule nagar,29685
joya,naraina kala,jyotibaphule nagar,29686
joya,nilikhedi,jyotibaphule nagar,29687
joya,nizaam nagala,jyotibaphule nagar,29688
joya,pachaukaraa meharbatoli,jyotibaphule nagar,29689
joya,palola,jyotibaphule nagar,29690
joya,pandkee,jyotibaphule nagar,29691
joya,panyati kalam,jyotibaphule nagar,29692
joya,papasra,jyotibaphule nagar,29693
joya,patai khalsa,jyotibaphule nagar,29694
joya,paugambarpur shahpur,jyotibaphule nagar,29695
joya,pipli kalaan,jyotibaphule nagar,29696
joya,prithvipur kala,jyotibaphule nagar,29697
joya,puuranpur,jyotibaphule nagar,29698
joya,raghunathpur,jyotibaphule nagar,29699
joya,raipur khurd,jyotibaphule nagar,29700
joya,raipur shahjadpur,jyotibaphule nagar,29701
joya,rajabpur,jyotibaphule nagar,29702
joya,rampur ghanaa,jyotibaphule nagar,29703
joya,sahaspur alinagar,jyotibaphule nagar,29704
joya,salamatpur,jyotibaphule nagar,29705
joya,salarpur khalsa,jyotibaphule nagar,29706
joya,salarpur maafee,jyotibaphule nagar,29707
joya,sarakada kamaal,jyotibaphule nagar,29708
joya,sarakadi ajij,jyotibaphule nagar,29709
joya,sautali,jyotibaphule nagar,29710
joya,shahabajpur kalam,jyotibaphule nagar,29711
joya,shahpur,jyotibaphule nagar,29712
joya,shakarpur samaspur,jyotibaphule nagar,29713
joya,shekhoopur maafee,jyotibaphule nagar,29714
joya,shyampur,jyotibaphule nagar,29715
joya,shyounali,jyotibaphule nagar,29716
joya,sibora,jyotibaphule nagar,29717
joya,sinaura jalalabad,jyotibaphule nagar,29718
joya,sirsa khumaar,jyotibaphule nagar,29719
joya,sudanpur,jyotibaphule nagar,29720
joya,tailipura maafee,jyotibaphule nagar,29721
joya,tohfapur,jyotibaphule nagar,29722
joya,umari jaanib garv,jyotibaphule nagar,29723
joya,umrpur,jyotibaphule nagar,29724
joya,vadauniya,jyotibaphule nagar,29725
joya,wajidpur,jyotibaphule nagar,29726
chhibramau,ahirua rajaraampur,kannauj,29727
chhibramau,akbarpur,kannauj,29728
chhibramau,alhanapur,kannauj,29729
chhibramau,antpur,kannauj,29730
chhibramau,asaalat nagar,kannauj,29731
chhibramau,asaltabad,kannauj,29732
chhibramau,aseh,kannauj,29733
chhibramau,atirajpur,kannauj,29734
chhibramau,aurai,kannauj,29735
chhibramau,baheta khaas,kannauj,29736
chhibramau,baruasbalpur,kannauj,29737
chhibramau,bhagavantpur,kannauj,29738
chhibramau,bharauli sirkhanepur,kannauj,29739
chhibramau,bhaulpur,kannauj,29740
chhibramau,bhaurajpur,kannauj,29741
chhibramau,bhikampursaani,kannauj,29742
chhibramau,bhojpur nigoh,kannauj,29743
chhibramau,bibia jalalpur,kannauj,29744
chhibramau,bikupur,kannauj,29745
chhibramau,chandarpur,kannauj,29746
chhibramau,daloopur sultanpur,kannauj,29747
chhibramau,dharanidharpur nagariyaa,kannauj,29748
chhibramau,ghiloi khaas,kannauj,29749
chhibramau,hamirpur,kannauj,29750
chhibramau,hariballabhapur,kannauj,29751
chhibramau,hariharpur,kannauj,29752
chhibramau,harinagar,kannauj,29753
chhibramau,hathin,kannauj,29754
chhibramau,jagadishpur,kannauj,29755
chhibramau,jagatpur,kannauj,29756
chhibramau,jaisinghpur,kannauj,29757
chhibramau,jamamardpur,kannauj,29758
chhibramau,jasua mayrr,kannauj,29759
chhibramau,kairada,kannauj,29760
chhibramau,kalyanpur,kannauj,29761
chhibramau,kapurpur,kannauj,29762
chhibramau,karmullapur,kannauj,29763
chhibramau,karnauli,kannauj,29764
chhibramau,kasaava,kannauj,29765
chhibramau,khallaroop mangadpur,kannauj,29766
chhibramau,khanpur kasaava,kannauj,29767
chhibramau,khojipur,kannauj,29768
chhibramau,khubariyapur,kannauj,29769
chhibramau,khuædawa,kannauj,29770
chhibramau,ku anrpur janu,kannauj,29771
chhibramau,kudepur,kannauj,29772
chhibramau,kurpur banbaari,kannauj,29773
chhibramau,kuttarpur lodhpur,kannauj,29774
chhibramau,lokpur,kannauj,29775
chhibramau,lædaita,kannauj,29776
chhibramau,mahamudpur jaagir,kannauj,29777
chhibramau,mahamudpur khaas,kannauj,29778
chhibramau,mahamudpur kirat,kannauj,29779
chhibramau,medapur,kannauj,29780
chhibramau,merapur gaædhayaa,kannauj,29781
chhibramau,mighuli,kannauj,29782
chhibramau,mudia,kannauj,29783
chhibramau,nandalalpur,kannauj,29784
chhibramau,naugai,kannauj,29785
chhibramau,nauli,kannauj,29786
chhibramau,nigohakhaas,kannauj,29787
chhibramau,osmanpur,kannauj,29788
chhibramau,palia buchpur,kannauj,29789
chhibramau,panthra,kannauj,29790
chhibramau,pranpur palyura,kannauj,29791
chhibramau,prempur,kannauj,29792
chhibramau,rampur bauju,kannauj,29793
chhibramau,rampur hriday,kannauj,29794
chhibramau,rampur nigoh,kannauj,29795
chhibramau,randhirpur,kannauj,29796
chhibramau,ranvirpur,kannauj,29797
chhibramau,ratanpur,kannauj,29798
chhibramau,rori,kannauj,29799
chhibramau,ruppur,kannauj,29800
chhibramau,sadarpur dwarikapur,kannauj,29801
chhibramau,salempur,kannauj,29802
chhibramau,sarai daaymganj,kannauj,29803
chhibramau,sarai sundar,kannauj,29804
chhibramau,sarayagopal,kannauj,29805
chhibramau,sardamai,kannauj,29806
chhibramau,shahjahanpur,kannauj,29807
chhibramau,tyor,kannauj,29808
chhibramau,vishunagarh.,kannauj,29809
kannauj,antee,kannauj,29900
kannauj,tiædhayapur,kannauj,29969
sourikh,rasulpur,kannauj,30012
taalgaaram,amarauli,kannauj,30027
taalgaaram,amolar,kannauj,30028
taalgaaram,anibhoj,kannauj,30029
taalgaaram,asoliya,kannauj,30030
taalgaaram,babrapur macedompur,kannauj,30031
taalgaaram,bamrauli,kannauj,30032
taalgaaram,barganva,kannauj,30033
taalgaaram,bhavani sarai,kannauj,30034
taalgaaram,bhuædaha,kannauj,30035
taalgaaram,birahimpur nijaampur,kannauj,30036
taalgaaram,biruli,kannauj,30037
taalgaaram,chandrapura,kannauj,30038
taalgaaram,duduvabujurg,kannauj,30039
taalgaaram,gadaura,kannauj,30040
taalgaaram,gadnapurkaaji,kannauj,30041
taalgaaram,gandholia,kannauj,30042
taalgaaram,gangaganj gurauli,kannauj,30043
taalgaaram,gyanpur,kannauj,30044
taalgaaram,induiyaganj,kannauj,30045
taalgaaram,jaraamu almapur,kannauj,30046
taalgaaram,junedpur,kannauj,30047
taalgaaram,khaædedevar,kannauj,30048
taalgaaram,kishanpur,kannauj,30049
taalgaaram,laaædpur,kannauj,30050
taalgaaram,lalpur,kannauj,30051
taalgaaram,madhonagar,kannauj,30052
taalgaaram,mahona,kannauj,30053
taalgaaram,majhapurva,kannauj,30054
taalgaaram,malikpur,kannauj,30055
taalgaaram,mundala,kannauj,30056
taalgaaram,musafirpur,kannauj,30057
taalgaaram,narmau,kannauj,30058
taalgaaram,naruiya,kannauj,30059
taalgaaram,naupalpur,kannauj,30060
taalgaaram,nekanampur,kannauj,30061
taalgaaram,panagavaan,kannauj,30062
taalgaaram,pukhraavaan,kannauj,30063
taalgaaram,raipur,kannauj,30064
taalgaaram,rajalamau,kannauj,30065
taalgaaram,ranvaan,kannauj,30066
taalgaaram,rasulpur,kannauj,30067
taalgaaram,rautamai,kannauj,30068
taalgaaram,rohli,kannauj,30069
taalgaaram,rora,kannauj,30070
taalgaaram,sakarhani,kannauj,30071
taalgaaram,sakarvaara bagulihaai,kannauj,30072
taalgaaram,salempur,kannauj,30073
taalgaaram,samgura bahadurpur,kannauj,30074
taalgaaram,saraidaulat,kannauj,30075
taalgaaram,saraiprayag,kannauj,30076
taalgaaram,siluapur,kannauj,30077
taalgaaram,singhnapur,kannauj,30078
taalgaaram,taalgaaram dehaat,kannauj,30079
taalgaaram,tahpur,kannauj,30080
taalgaaram,tamiamu,kannauj,30081
taalgaaram,terajake t,kannauj,30082
taalgaaram,terarabbu,kannauj,30083
taalgaaram,tikri kalsaan,kannauj,30084
taalgaaram,tilaksarai,kannauj,30085
taalgaaram,tisauli,kannauj,30086
taalgaaram,tædaha,kannauj,30087
taalgaaram,uu chaa,kannauj,30088
taalgaaram,uu marpur,kannauj,30089
akbarpur,aadhu kamalpur,kanpur nagar,30168
akbarpur,ambarpur,kanpur nagar,30169
akbarpur,andayaan,kanpur nagar,30170
akbarpur,asanda,kanpur nagar,30171
akbarpur,baaraa,kanpur nagar,30172
akbarpur,badhapur,kanpur nagar,30173
akbarpur,banaar alipur,kanpur nagar,30174
akbarpur,baraula,kanpur nagar,30175
akbarpur,bevan,kanpur nagar,30176
akbarpur,bhatauli,kanpur nagar,30177
akbarpur,bhikhnapur,kanpur nagar,30178
akbarpur,dargavaan,kanpur nagar,30179
akbarpur,dastampur,kanpur nagar,30180
akbarpur,dhaneerampur,kanpur nagar,30181
akbarpur,dharu,kanpur nagar,30182
akbarpur,durgapurva,kanpur nagar,30183
akbarpur,gadanpur,kanpur nagar,30184
akbarpur,gaholiya,kanpur nagar,30185
akbarpur,gaujumau,kanpur nagar,30186
akbarpur,gauriyapur,kanpur nagar,30187
akbarpur,hasanapur,kanpur nagar,30188
akbarpur,jaganpur,kanpur nagar,30189
akbarpur,jyotish,kanpur nagar,30190
akbarpur,kameer,kanpur nagar,30191
akbarpur,karaunsa,kanpur nagar,30192
akbarpur,kothva,kanpur nagar,30193
akbarpur,kripalpur,kanpur nagar,30194
akbarpur,kuit mandir,kanpur nagar,30195
akbarpur,kuitakheda,kanpur nagar,30196
akbarpur,kumbhi,kanpur nagar,30197
akbarpur,laharapur,kanpur nagar,30198
akbarpur,lalpur akbarpur,kanpur nagar,30199
akbarpur,maati kishunpur,kanpur nagar,30200
akbarpur,madauli,kanpur nagar,30201
akbarpur,madwai,kanpur nagar,30202
akbarpur,maurakhpur,kanpur nagar,30203
akbarpur,mughaniyapur,kanpur nagar,30204
akbarpur,mukhalishpur,kanpur nagar,30205
akbarpur,muktapur,kanpur nagar,30206
akbarpur,nagin jasi,kanpur nagar,30207
akbarpur,nariha,kanpur nagar,30208
akbarpur,nibauli bujurg,kanpur nagar,30209
akbarpur,nijamatpur,kanpur nagar,30210
akbarpur,patari,kanpur nagar,30211
akbarpur,patepur,kanpur nagar,30212
akbarpur,poor,kanpur nagar,30213
akbarpur,rahiniyapur,kanpur nagar,30214
akbarpur,roshanamau,kanpur nagar,30215
akbarpur,rurvaahar,kanpur nagar,30216
akbarpur,sahanikheda,kanpur nagar,30217
akbarpur,sangsiapur,kanpur nagar,30218
akbarpur,saraayaan,kanpur nagar,30219
akbarpur,sarai harpali,kanpur nagar,30220
akbarpur,sarsi,kanpur nagar,30221
akbarpur,sarwatpp tigaai,kanpur nagar,30222
akbarpur,tigaai,kanpur nagar,30223
akbarpur,toda mohammadpur,kanpur nagar,30224
akbarpur,vigahi,kanpur nagar,30225
akbarpur,vivine,kanpur nagar,30226
amroudha,ahraulighat,kanpur nagar,30227
amroudha,ahraulisheekh,kanpur nagar,30228
amroudha,amilia,kanpur nagar,30229
amroudha,anguri,kanpur nagar,30230
amroudha,astiya,kanpur nagar,30231
amroudha,attawa,kanpur nagar,30232
amroudha,baherimah,kanpur nagar,30233
amroudha,bamhrauli ghat,kanpur nagar,30234
amroudha,barauli,kanpur nagar,30235
amroudha,baædhauli,kanpur nagar,30236
amroudha,bhoganipur,kanpur nagar,30237
amroudha,chaandapur,kanpur nagar,30238
amroudha,chakachalpur,kanpur nagar,30239
amroudha,chaparehata,kanpur nagar,30240
amroudha,chapargata,kanpur nagar,30241
amroudha,dehaat pukhraayaan,kanpur nagar,30242
amroudha,devarahat,kanpur nagar,30243
amroudha,dilauliya bangar,kanpur nagar,30244
amroudha,divor,kanpur nagar,30245
amroudha,doulatpur,kanpur nagar,30246
amroudha,fatepur,kanpur nagar,30247
amroudha,gaur,kanpur nagar,30248
amroudha,gauri,kanpur nagar,30249
amroudha,gaurirajjan,kanpur nagar,30250
amroudha,gausganj,kanpur nagar,30251
amroudha,girdharpur,kanpur nagar,30252
amroudha,haldharpur,kanpur nagar,30253
amroudha,halia,kanpur nagar,30254
amroudha,haraharaa,kanpur nagar,30255
amroudha,harduaaima,kanpur nagar,30256
amroudha,jahangirpur,kanpur nagar,30257
amroudha,jallaapur,kanpur nagar,30258
amroudha,jalpura,kanpur nagar,30259
amroudha,junedapur,kanpur nagar,30260
amroudha,kalla,kanpur nagar,30261
amroudha,kamalpur,kanpur nagar,30262
amroudha,kariyapur,kanpur nagar,30263
amroudha,kathari,kanpur nagar,30264
amroudha,kishanpur,kanpur nagar,30265
amroudha,lakhnapur,kanpur nagar,30266
amroudha,maancha,kanpur nagar,30267
amroudha,mahera,kanpur nagar,30268
amroudha,mau khaas,kanpur nagar,30269
amroudha,mirpur,kanpur nagar,30270
amroudha,musanagar bangar,kanpur nagar,30271
amroudha,nagasia,kanpur nagar,30272
amroudha,nangina bangar,kanpur nagar,30273
amroudha,nauvadpur,kanpur nagar,30274
amroudha,nonapur,kanpur nagar,30275
amroudha,paniamu,kanpur nagar,30276
amroudha,parehara poor,kanpur nagar,30277
amroudha,pilkhni,kanpur nagar,30278
amroudha,prempur,kanpur nagar,30279
amroudha,puraini,kanpur nagar,30280
amroudha,raigavaan,kanpur nagar,30281
amroudha,raniyaan,kanpur nagar,30282
amroudha,rurgaanv,kanpur nagar,30283
amroudha,saraayam,kanpur nagar,30284
amroudha,satti,kanpur nagar,30285
amroudha,selhoopur,kanpur nagar,30286
amroudha,shahjahanpur,kanpur nagar,30287
amroudha,shekhpur,kanpur nagar,30288
amroudha,shyaam sundarpur,kanpur nagar,30289
amroudha,sujagavaan,kanpur nagar,30290
amroudha,sujore,kanpur nagar,30291
amroudha,sultnapur,kanpur nagar,30292
amroudha,tayoga,kanpur nagar,30293
amroudha,vilhapur,kanpur nagar,30294
amroudha,viroha,kanpur nagar,30295
bheetar gaanv,baraigædha,kanpur nagar,30300
bheetar gaanv,veerankheæda,kanpur nagar,30366
bilhor,khujri,kanpur nagar,30400
derapur,acaru,kanpur nagar,30487
derapur,ambiapur,kanpur nagar,30488
derapur,bhadawal,kanpur nagar,30489
derapur,chilouli,kanpur nagar,30490
derapur,dastampur,kanpur nagar,30491
derapur,dilauliya,kanpur nagar,30492
derapur,fatepur derapur,kanpur nagar,30493
derapur,galuapur,kanpur nagar,30494
derapur,gendaamau,kanpur nagar,30495
derapur,haramu,kanpur nagar,30496
derapur,ikrampur,kanpur nagar,30497
derapur,indarukh,kanpur nagar,30498
derapur,injuvarampur,kanpur nagar,30499
derapur,jiganish,kanpur nagar,30500
derapur,kamalpur,kanpur nagar,30501
derapur,kapaasi,kanpur nagar,30502
derapur,katethi,kanpur nagar,30503
derapur,khajurra,kanpur nagar,30504
derapur,khallaa,kanpur nagar,30505
derapur,khanpur chaun,kanpur nagar,30506
derapur,khiravaan,kanpur nagar,30507
derapur,kisvakheda,kanpur nagar,30508
derapur,kudhawal,kanpur nagar,30509
derapur,laduapur,kanpur nagar,30510
derapur,maharaajapur,kanpur nagar,30511
derapur,mahua,kanpur nagar,30512
derapur,majhagavaan,kanpur nagar,30513
derapur,marahana,kanpur nagar,30514
derapur,mawai mukt,kanpur nagar,30515
